tier	id	title	md_source	md_source_id	summary_len	cover_real	n_authors	n_genres	n_synonyms	n_gallery	n_volumes	n_chapters	n_readable	average_score	title_in_synonyms
A_CORRECT	1938	Inu x Boku SS	anilist	47207	668	t	1	10	6	37	11	61	0	75	t
A_CORRECT	2387	Invaders of the Rokujouma!?	anilist	85761	549	t	1	9	4	0	50	30	0	75	t
C_GENERIC	2230	Isekai Elf no Dorei-chan	anilist	101958	59	t	2	8	2	2	5	150	0	53	t
A_CORRECT	2266	Isekai no Ochibi-chan wa Kyou mo Nani ka wo Tsukuri Dasu: Skill “Souzou Souzou” de Mezase Nariagari!	anilist	179118	423	t	2	2	2	12	12	102	0	65	t
A_CORRECT	2621	Issho Zutto Watashi no Oshi wa Anata dake Anthology Comic	anilist	209559	402	t	5	3	2	171	5	168	0		t
A_CORRECT	2460	JM	anilist	163827	813	t	1	7	3	0	7	34	0	73	t
A_CORRECT	2432	JUMBO MAX: Hyper ED Yakumitsuzounin	anilist	121379	735	t	1	4	3	0	16	10	0	56	t
A_CORRECT	2206	Jackass!	anilist	31673	318	t	1	4	2	0	7	56	0	66	f
A_CORRECT	1723	Jarinko Chie	anilist	127968	272	t	1	3	3	0	67	787	0		t
A_CORRECT	2618	Jigoro Jigorou	anilist	157509	395	t	1	5	3	0	0	209	0		t
A_CORRECT	2637	Jimoto ni Kaettekitara Osananajimi ga Kowareteta	anilist	150890	413	t	1	7	3	10	10	50	0	72	t
A_CORRECT	2124	Jisatsu Circle	anilist	31702	687	t	2	7	10	12	6	6	0	59	t
A_CORRECT	2097	JoJo Part 1: Phantom Blood	anilist	31517	329	t	1	8	6	522	64	596	0	70	f
A_CORRECT	493	JoJo's Bizarre Adventure Part 1 - Phantom Blood	anilist	31517	329	t	1	8	6	474	51	473	0	70	f
A_CORRECT	4044	JoJo's Bizarre Adventure Part 1: Phantom Blood	anilist	31517	329	t	1	8	6	520	50	472	0	70	t
A_CORRECT	494	JoJo's Bizarre Adventure Part 2 - Battle Tendency	anilist	31630	301	t	1	9	6	88	21	81	0	78	f
A_CORRECT	495	JoJo's Bizarre Adventure Part 3 - Stardust Crusaders	anilist	30872	547	t	1	10	10	173	18	152	0	78	f
A_CORRECT	496	JoJo's Bizarre Adventure Part 4 - Diamond Is Unbreakable	anilist	33006	388	t	1	9	7	192	21	174	0	84	f
A_CORRECT	497	JoJo's Bizarre Adventure Part 5 - Vento Aureo	anilist	33008	423	t	1	8	9	606	40	595	0	80	f
A_CORRECT	498	JoJo's Bizarre Adventure Part 6 - Stone Ocean	anilist	33009	471	t	1	8	6	647	54	753	0	82	f
A_CORRECT	499	JoJo's Bizarre Adventure Part 7 - Steel Ball Run	anilist	31706	443	t	1	10	7	596	53	597	0	92	f
A_CORRECT	500	JoJo's Bizarre Adventure Part 8 - JoJolion	anilist	55515	819	t	1	11	5	645	52	594	0	84	f
A_CORRECT	4834	JoJo's Bizarre Adventure: Part 7–Steel Ball Run	anilist	31706	443	t	1	10	7	521	51	475	0	92	t
A_CORRECT	4635	Jujutsu Kaisen	anilist	101517	690	t	1	9	17	317	31	281	0	80	t
D_STUB	502	Jujutsu Kaisen (Official Colored)			690	t	1	3	0	277	31	276	4		f
A_CORRECT	503	Jujutsu Kaisen 0	anilist	105469	454	t	1	9	18	278	4	281	0	80	t
C_GENERIC	2189	Junjou Sentai Virginias	anilist	112691	74	t	1	5	2	2	8	248	0	64	t
C_NO_SUMMARY	1858	Juusei to Romance	anilist	210586	0	t	1	9	3	1	1	9	0	84	t
A_CORRECT	504	Kagurabachi	anilist	169355	540	t	1	6	6	127	12	117	54	78	t
A_CORRECT	2647	Kaguya-sama	anilist	86635	757	t	1	6	13	160	29	315	0	87	f
A_CORRECT	4653	Kaguya-sama: Love is War	anilist	86635	757	t	1	8	13	164	29	315	0	87	t
A_CORRECT	505	Kaiju No.8	anilist	120760	358	t	1	6	10	146	19	130	0	75	t
C_GENERIC	2409	Kami no Techigai de Ikemen ni Kyuuaisaremashita!	anilist	209565	40	t	1	3	2	3	3	11	0		t
A_CORRECT	2548	Kanojo ni Shitai Joshi Ichii, no Tonari de Mitsuketa Amari-chan	anilist	187046	580	t	2	4	3	16	13	85	0	62	t
A_CORRECT	2048	Kanojo to Kare no Kankei: Heibon na Hayakawa-san to Heibon na Miura-kun no Hibon na Kankei	anilist	153147	367	t	2	4	4	4	13	93	0	70	t
A_CORRECT	1990	Karate Shoukoushi Kohinata Minoru	anilist	37075	552	t	1	7	3	4	50	500	0	72	t
A_MATCHED_SPARSE	4035	Kare to Kanojo no Business Plan: "Tomodachi" no Urikata, Oshiemasu.	anilist	164862	144	t	1	6	2	0	0	0	0	62	t
A_CORRECT	2433	Kecchin	anilist	57763	887	t	1	5	2	0	0	150	0		t
A_CORRECT	1940	Kento Ankokuden Cestvs	anilist	47233	189	t	1	8	3	0	15	154	0	68	t
A_CORRECT	2458	Kiichi!!	anilist	33064	364	t	1	6	4	1	10	87	0	80	t
A_CORRECT	2296	Kimi ni Todoke	anilist	33378	577	t	1	6	8	7	38	127	0	82	t
A_CORRECT	2448	Kindaichi 37-sai no Jikenbo	anilist	102922	643	t	1	6	7	0	145	132	0	58	t
A_CORRECT	3717	Kindaichi Case Files	anilist	30393	317	t	2	8	5	23	254	219	0	76	f
A_CORRECT	2323	Kingdom	anilist	46765	408	t	1	5	3	498	79	880	0	89	t
A_CORRECT	2038	Kingdom Hearts Manga	anilist	30396	747	t	2	7	7	114	10	107	0	69	f
A_CORRECT	4353	Kiss Me if You Can	anilist	176965	853	t	1	6	8	4	4	7	0	75	f
A_CORRECT	2431	Kisses x Kiss x Kisses	anilist	39825	574	t	1	1	4	116	65	166	0		f
A_CORRECT	1743	Kitanai Kimi ga Ichiban Kawaii	anilist	110396	277	t	1	6	5	0	5	31	0	71	t
A_CORRECT	4444	Kodocha: Sana's Stage	anilist	30018	537	t	1	6	7	53	11	59	0	80	t
C_GENERIC	2326	Koibun Fubuki	anilist	209871	33	t	1	3	2	0	0	1	0	72	t
A_CORRECT	1729	Kono Monogatari ni wa Kankei ga Nai	anilist	162215	94	t	1	2	3	4	3	1	0	62	t
A_CORRECT	1493	Konosuba	anilist	105759	138	t	2	8	5	22	23	113	0	57	f
A_CORRECT	2367	Kore wa Keihi de Ochimasen!: Keiribu no Morikawa-san	anilist	119377	139	t	2	4	3	0	1	14	0		t
A_CORRECT	1916	Koucha Ouji	anilist	34845	683	t	1	6	4	0	1	177	0	72	t
C_NO_SUMMARY	2520	Kouhai-chan to Eroi Koto Suru Hon	anilist	210545	0	t	1	2	2	0	0	1	0		t
C_GENERIC	1974	Kudryavka no Junban	anilist	144312	47	t	1	9	7	13	14	6	0	73	t
A_CORRECT	3725	LILI-MEN	anilist	154350	476	t	1	8	4	7	7	63	0	57	t
C_NO_SUMMARY	2534	Last Montage	anilist	210378	0	t	1	4	2	28	12	108	0		t
A_CORRECT	1986	Let's Do It Already!	anilist	120768	717	t	1	4	6	0	9	54	0	73	t
C_NO_SUMMARY	3756	Lily Koku Kishidan to Cinderella no Yumine: Kibou wo Musubu Misaki	anilist	210004	0	t	1	5	2	0	0	8	0		t
A_CORRECT	2228	Little Butterfly	anilist	30284	546	t	1	6	6	0	3	19	0	73	t
A_CORRECT	2308	Lone Wolf and Cub	anilist	30904	461	t	1	8	7	23	28	142	0	85	t
A_CORRECT	2470	Longing to Be With Him	anilist	210275	335	t	1	4	3	0	4	36	0		t
A_CORRECT	1740	Lost Universe	anilist	41280	558	t	1	6	2	5	8	20	0	57	t
A_CORRECT	2153	Love Ache Holic	anilist	210494	160	t	1	3	2	138	50	86	0		t
A_CORRECT	4837	Love Hina	anilist	30016	559	t	1	7	4	14	15	125	0	73	t
A_CORRECT	2561	Love in Hell	anilist	60977	500	t	1	6	3	4	3	18	0	65	t
A_CORRECT	4450	Lovelyn Monroe	anilist	175544	265	t	1	7	4	1	1	164	0	62	t
A_CORRECT	4028	Luent Genjuu Trimmer	anilist	187646	300	t	1	3	5	5	2	13	0		t
A_CORRECT	2555	Lunar Legend Tsukihime	anilist	30705	978	t	3	10	6	0	12	75	0	79	t
A_CORRECT	2604	Magi	anilist	44790	511	t	1	8	8	22	38	369	0	81	t
A_CORRECT	2459	Magic Kaito	anilist	31804	334	t	1	7	3	4	67	603	0	74	t
A_CORRECT	1712	Magical Project S	anilist	147360	412	t	1	7	5	0	2	18	0		f
A_CORRECT	4840	Magus of the Library	anilist	101131	682	t	1	9	8	9	11	78	0	83	t
A_CORRECT	4050	Mahou Shoujo Neko X	anilist	32573	967	t	1	10	4	3	3	11	0	44	t
A_CORRECT	2315	Mai Otome Zwei	anilist	55144	907	t	2	12	5	0	1	6	0		f
A_CORRECT	4343	Maid Dragon Elma OL	anilist	100756	563	t	2	6	3	18	11	91	0	68	f
C_NO_SUMMARY	2518	Majin Koushaku to no Himitsu no Keiyaku: Densetsu no Dai Akujo no Umarekawari desu ga, Majin ni Dekiai Sareteimasu	anilist	210328	0	t	1	3	2	0	0	0	0	61	t
A_CORRECT	3716	Maken-Ki!	anilist	37186	964	t	1	9	2	2	25	157	0	64	t
A_CORRECT	2243	Maou Toubatsu Shita Ato, Medachitakunai node Guild Master ni Natta	anilist	110745	867	t	2	10	4	87	11	91	0	60	t
A_CORRECT	1489	March Comes in Like a Lion	anilist	31224	745	t	1	7	12	0	18	128	0	87	t
A_CORRECT	2074	Marry Me!	anilist	97882	496	t	1	5	4	0	11	100	0	74	t
A_CORRECT	3728	Marvelous Melmo	anilist	39275	512	t	1	5	4	14	14	19	0	56	t
A_CORRECT	1488	Mashle	anilist	114960	537	t	1	5	8	186	19	164	0	75	t
A_CORRECT	4352	Master Keaton	anilist	67289	236	t	1	5	2	21	18	144	0	61	f
A_CORRECT	4831	Master of Sea	anilist	41698	517	t	1	5	6	23	15	149	0	62	t
A_CORRECT	4438	Matarou ga Kuru!!	anilist	148152	534	t	1	4	3	1	1	172	0		t
A_CORRECT	2379	Mattan Shougun no Mare Naru Hanayome: Botsuraku shita Himegimi to no Shiawase na Seiryaku Kekkon	anilist	209527	394	t	2	5	2	0	0	7	0		t
A_CORRECT	2524	Meitantei Conan: Keisatsu Gakkou-hen - Wild Police Story	anilist	112094	120	t	2	6	3	0	10	13	0	72	t
A_CORRECT	1756	Meriba Darake no Otome Game de Oshi wo Shiawase ni Shiyou to Shitara, Shuuchakusarete Kindan no Kankei ni Ochimashita	anilist	209618	882	t	2	4	2	0	7	36	0		t
A_CORRECT	1752	Message to Adolf	anilist	31695	525	t	1	9	12	0	5	36	0	80	t
A_CORRECT	1871	Miki-san, Daisuki desu!	anilist	118993	393	t	1	4	7	0	42	29	0	68	t
A_CORRECT	2274	Minami no Teiou	anilist	67729	493	t	1	6	3	0	188	1691	0		t
A_CORRECT	4449	Mirai Nikki	anilist	30584	340	t	1	10	6	11	13	67	0	69	t
A_CORRECT	2088	Missions of Love	anilist	43463	329	t	1	7	8	0	19	83	0	67	t
A_CORRECT	1708	Mizutama Honey Boy	anilist	86782	435	t	1	5	4	43	10	53	0	76	t
A_CORRECT	4826	Mob Psycho 100	anilist	85189	790	t	1	9	8	124	17	115	0	85	t
A_CORRECT	4639	Monster	anilist	30001	767	t	1	8	4	18	18	162	0	90	t
A_CORRECT	2471	Monster Hunter Episode	anilist	65021	218	t	1	3	2	414	38	410	0	53	t
A_CORRECT	1738	Monster Hunter Flash Hunter	anilist	69961	573	t	1	4	3	9	11	80	0	63	f
A_CORRECT	4348	Moriarty the Patriot	anilist	98544	555	t	2	6	9	121	25	111	0	83	t
A_CORRECT	2257	Morita-san wa Mukuchi	anilist	52962	457	t	1	4	6	0	27	339	0	53	t
C_NO_SUMMARY	2091	Mou, Shimasen Kara.	anilist	46107	0	t	1	2	2	0	0	360	0		t
C_GENERIC	2413	Mousou Elektel	anilist	66523	52	t	1	7	4	10	11	26	0	67	f
A_CORRECT	2049	Mr Mini Mart	anilist	56324	638	t	1	5	8	0	1	6	0	73	t
C_NO_SUMMARY	1943	Mujikaku Tashira na Osananajimi to wa Ryouomoi Ja Owarenai	anilist	210401	0	t	1	6	2	0	0	1	0	61	t
C_NO_SUMMARY	2353	Muramura Hatsujo Bitch	anilist	210604	0	t	1	5	2	1	1	8	0	62	t
C_NO_SUMMARY	2280	Musuko no Okagede, Sex ga Daisuki ni Naremashita.	anilist	210093	0	t	1	5	2	0	0	0	0	61	t
A_CORRECT	3711	Muv-Luv Alternative	anilist	47365	542	t	2	10	5	2	17	101	0	74	t
A_CORRECT	2588	My Boy	anilist	98858	391	t	1	6	4	7	9	43	0	76	t
A_CORRECT	2244	My Favorite VTuber is Scary IRL	anilist	166929	799	t	1	4	6	0	4	23	0	66	t
A_CORRECT	2445	My Girl	anilist	36164	318	t	1	4	5	0	5	44	0	82	t
A_CORRECT	4817	My Hero Academia	anilist	85486	662	t	1	9	19	499	42	434	0	78	t
A_CORRECT	2184	My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!	anilist	106144	883	t	2	5	9	0	7	54	0	66	t
A_CORRECT	2583	My Seat Partner Kobayashi	anilist	87194	482	t	1	3	3	1	2	207	0	53	t
A_CORRECT	2582	My Sweet Boss	anilist	103907	575	t	1	4	4	4	2	18	0	71	f
A_CORRECT	2375	My Sweet Girl	anilist	98446	682	t	1	7	4	0	13	52	0	76	t
A_CORRECT	2207	MÄR	anilist	30134	944	t	1	6	9	22	19	161	0	70	t
A_CORRECT	2252	NARUTO Shinden Series (2015)	anilist	87232	1478	t	2	6	10	26	72	703	0	81	t
A_CORRECT	4662	Nana	anilist	30028	916	t	1	8	5	105	22	85	0	88	t
A_CORRECT	2576	Nante Nasakenai Bokurada.	anilist	119620	161	t	1	4	4	1	1	1	0	72	t
A_CORRECT	4645	Naruto	anilist	30011	579	t	1	7	8	98	73	713	700	79	t
A_CORRECT	2552	Naruto: Sasuke's Story—The Uchiha and the Heavenly Stardust: The Manga	anilist	142845	699	t	3	6	4	456	72	703	0	67	t
A_CORRECT	1914	Natsu to Jun	anilist	107095	148	t	1	6	3	0	1	1	0	73	t
A_CORRECT	2352	Nausicaa	anilist	30651	454	t	1	6	12	0	8	59	0	85	f
A_CORRECT	4660	Nausicaä of the Valley of the Wind	anilist	30651	454	t	1	6	12	9	9	97	0	85	t
A_CORRECT	2016	Negative-kun to Positive-kun	anilist	55109	310	t	1	5	3	163	46	354	0	73	t
A_CORRECT	508	Neon Genesis Evangelion	anilist	30698	304	t	1	10	9	22	19	143	108	84	t
A_CORRECT	1772	Neon Sign Amber	anilist	87091	299	t	1	3	5	6	11	32	0	74	t
A_CORRECT	2415	Netoge no Yome ga Ninki Idol Datta: Cool kei no Kanojo wa Genjitsu demo Yome no Tsumori de Iru	anilist	157890	363	t	2	5	3	13	13	117	0	62	t
A_CORRECT	1951	Nijitte Monogatari	anilist	112385	598	t	1	8	2	3	110	1254	0	62	t
A_CORRECT	2485	Nisemonogatari: Fake Tale	anilist	143703	722	t	1	4	6	1	25	35	0	80	t
A_CORRECT	2210	No. 6	anilist	54308	575	t	1	6	6	21	11	40	0	79	t
A_CORRECT	1813	Nobunaga no Chef	anilist	79293	359	t	1	6	7	1	37	310	0	74	t
A_CORRECT	1767	Nosatsu Junkie	anilist	30164	350	t	1	5	5	0	16	96	0	75	t
C_GENERIC	2354	Nurebana Swapping	anilist	210076	45	t	1	4	2	2	2	1	0		t
C_NO_SUMMARY	2452	Oboreru Ice Blue	anilist	210285	0	t	1	4	3	219	77	9	0		t
A_CORRECT	1885	Off Stage Love Side	anilist	172731	515	t	1	4	4	0	2	6	0	75	t
A_CORRECT	1993	Ogenki Clinic	anilist	37470	709	t	1	9	4	0	9	135	0		t
A_CORRECT	2549	Oh, Those Hanazono Twins	anilist	121766	650	t	1	7	6	0	7	73	0	67	t
A_CORRECT	2183	Ohana Holoholo	anilist	54801	393	t	1	5	6	0	6	42	0	78	t
A_CORRECT	1861	Ohayou toka Oyasumi toka	anilist	101590	503	t	1	4	2	10	13	147	0	73	t
A_CORRECT	2254	Okaa-san Boukensha, Login Bonus de Skill [Shufu] ni Mezamemashita. Shuuichi Moraeru Chirashi de Boukensha Seikatsu Ganbarimasu!	anilist	204008	449	t	2	5	2	15	15	19	0		t
A_CORRECT	1689	Olé! Romance	anilist	210597	124	t	1	0	2	0	0	4	0	69	t
A_CORRECT	2519	Omae to Issho ni Sun na Otaku Douzoku Ken wo Anthology Comic	anilist	209868	349	t	5	6	3	5	5	27	0		t
A_CORRECT	4649	One Piece	anilist	30013	530	t	1	6	9	1265	115	2031	0	91	t
D_STUB	510	One Piece - Digital Colored			530	t	1	3	0	298	115	2031	99		f
A_CORRECT	1501	One Punch Man	anilist	74347	601	t	1	7	10	282	36	249	0	85	t
A_CORRECT	4651	One-Punch Man	anilist	74347	601	t	1	7	10	282	37	249	0	85	t
A_CORRECT	4345	One-Week Family	anilist	146067	573	t	1	4	5	8	9	8	0	75	t
A_CORRECT	2278	Onegai, Nugashite.	anilist	113349	141	t	1	7	3	0	16	183	0	53	t
A_CORRECT	4829	Onii-chan no Dakimakura	anilist	187973	867	t	1	6	3	1	16	9	0	64	f
A_CORRECT	4445	Ore ni Trauma wo Ataeta Joshitachi ga Chirachira Mite Kuru kedo, Zannen desu ga Teokure desu	anilist	165241	420	t	2	7	3	1	8	78	0	59	t
C_GENERIC	2225	Ore no Seishun wo Kaeshite Kure!	anilist	209564	40	t	1	2	2	0	0	8	0		t
A_CORRECT	1490	Oshi no Ko	anilist	117195	597	t	1	8	15	183	17	173	0	78	f
A_CORRECT	1727	Osoraku Kanojo wa Ore no Aniki wo Neratteru	anilist	191203	428	t	1	5	2	0	59	9	0	76	t
C_NO_SUMMARY	2085	Otoko no Ko JK Gal wa Jitsu wa Onii-chan ga Daaisuki: Cheer Cos-hen	anilist	210067	0	t	1	4	2	0	0	1	0	65	t
A_CORRECT	2262	Otokonoko HEAVEN'S DOOR	anilist	134399	11489	t	20	8	43	0	1	160	0		t
A_CORRECT	1781	Our Colors	anilist	104840	1217	t	1	3	9	0	3	21	0	64	t
A_CORRECT	2198	Our Not-So-Lonely Planet Travel Guide	anilist	115348	681	t	1	4	6	0	0	59	0	78	t
A_CORRECT	2162	Outaishihi Padma no Tensei Iryou "Senjou no Tenshi" wa Kyuukoku no Yume wo Miru	anilist	199567	665	t	2	4	3	26	22	110	0		t
A_CORRECT	1828	Owarimonogatari: End Tale	anilist	143747	3053	t	1	11	10	1	31	117	0	87	t
A_CORRECT	2420	PSYЯEN	anilist	33438	422	t	1	8	5	148	16	218	0	75	t
A_CORRECT	2476	PTSD Radio	anilist	85401	305	t	1	5	4	0	6	64	0	68	t
A_CORRECT	4346	Paji: Momo-chan's grandfather "Paji"	anilist	55881	230	t	1	2	2	1	1	258	0	62	t
C_NO_SUMMARY	2071	Pas de deux	anilist	148703	0	t	1	3	2	3	3	1	0		f
A_CORRECT	2171	Persona 5 Manga	anilist	98652	895	t	1	6	4	37	17	105	0	73	f
A_CORRECT	2196	Persona 5: Mementos Mission	anilist	106888	387	t	2	5	3	0	3	23	0	78	t
A_CORRECT	1643	Pet Shop of Horrors Tokyo	anilist	30462	233	t	1	8	4	9	17	50	0	71	f
A_CORRECT	2377	Phantom Busters	anilist	168984	359	t	1	6	4	32	7	30	0	80	t
A_CORRECT	2402	Phantom Seer	anilist	122823	375	t	1	6	4	34	4	35	0	66	t
A_CORRECT	2287	Piacevole	anilist	98321	238	t	1	2	7	0	0	153	0		t
A_CORRECT	2346	Planetes	anilist	30481	568	t	1	6	7	0	4	29	0	80	t
A_CORRECT	1873	Pokemon Mystery Dungeon Ginji	anilist	31693	273	t	1	4	6	0	1	6	0	62	f
A_CORRECT	2426	Pokémon Adventures: Gold, Silver & Crystal	anilist	121054	716	t	1	7	3	0	64	90	0	77	t
C_GENERIC	1889	Praise the Orc!	anilist	33394	48	t	1	10	3	2	3	17	0	70	f
A_CORRECT	2068	Prepared for Love by His Sweet Caress	anilist	210322	748	t	1	2	3	0	1	9	0		t
A_CORRECT	2302	Pretty Cure Smile	anilist	71121	1119	t	2	6	7	2	4	12	0		f
A_CORRECT	2457	Pretty Face	anilist	30048	654	t	1	9	5	0	6	53	0	69	t
A_CORRECT	2062	Pripara	anilist	150497	356	t	2	8	4	0	5	29	0		t
A_CORRECT	4452	Psycho Logical	anilist	143840	661	t	1	5	7	1	1	11	0	80	t
A_CORRECT	2421	Puella Magi Madoka Magica	anilist	54457	615	t	2	8	8	0	6	29	0	78	t
D_NO_METADATA	3707	Puni Puni Poemi			0	f	1	2	2	2	1	9	0		f
A_CORRECT	2495	Q and A	anilist	44008	322	t	1	8	3	0	6	35	0	63	t
A_CORRECT	2400	Qualia the Purple	anilist	81493	751	t	2	10	5	0	3	21	0	75	t
A_CORRECT	2591	Radiation House	anilist	101420	462	t	1	6	4	0	20	10	0	73	t
A_CORRECT	4036	Ragna Crimson	anilist	99065	246	t	1	7	7	75	17	76	0	74	t
A_CORRECT	2408	Rainbow Days	anilist	69291	1096	t	1	6	8	89	17	82	0	77	t
A_CORRECT	1660	ReRe Hello	anilist	79537	173	t	1	4	2	1	46	51	0	74	t
A_CORRECT	4832	Rebuild World	anilist	111212	924	t	2	7	5	6	30	62	0	77	t
A_CORRECT	1496	Record of Ragnarok	anilist	107098	419	t	2	6	8	134	17	117	0	77	t
A_CORRECT	2410	Red River	anilist	30079	650	t	1	5	9	0	28	99	0	76	t
A_CORRECT	2419	Reincarnated as the 7th Prince	anilist	123265	328	t	1	6	4	15	38	187	0	60	f
A_CORRECT	4048	Remina	anilist	33992	589	t	1	5	11	2	1	8	0	69	t
C_GENERIC	2598	Renjou Marigold	anilist	210108	51	t	1	4	2	0	0	1	0		t
A_CORRECT	1492	Rent-a-Girlfriend	anilist	99943	654	t	1	8	11	442	46	438	0	58	t
A_CORRECT	4039	Rikudou	anilist	85475	568	t	1	7	5	240	101	241	0	77	t
A_CORRECT	2374	Rough	anilist	31184	687	t	1	7	3	0	12	119	0	77	t
A_CORRECT	2319	Rozi in the Labyrinth	anilist	120827	470	t	1	4	4	4	3	9	0		t
A_CORRECT	4814	Rurouni Kenshin	anilist	30022	755	t	1	10	12	31	29	282	0	82	t
A_CORRECT	2475	Ryuu: Ron	anilist	73145	355	t	1	8	3	1	42	369	0		t
A_CORRECT	1809	SIDOOH	anilist	30416	403	t	1	6	2	0	25	266	0	75	t
A_CORRECT	2362	SUPER HXEROS	anilist	99323	913	t	1	8	5	8	12	63	0	62	t
A_CORRECT	3732	Sabori nara Hokenshitsu de Douzo?	anilist	175415	456	t	1	4	3	14	14	20	0	66	t
A_CORRECT	2307	Saint Seiya The Lost Canvas	anilist	31047	336	t	1	6	6	0	104	318	0	79	f
A_CORRECT	2560	Sakura Trick	anilist	82257	308	t	1	6	2	0	14	84	0	73	t
A_CORRECT	2566	Sangokushi	anilist	33483	412	t	1	5	5	6	60	439	0	72	t
A_CORRECT	1791	Saotome-Senshu, Hitakakusu	anilist	99851	426	t	1	8	4	43	10	124	0	73	t
A_CORRECT	2279	Sayonara Baby	anilist	210487	90	t	1	3	2	0	1	7	0	67	t
A_CORRECT	1968	Science Fell in Love, So I Tried to Prove It	anilist	87377	382	t	1	7	9	1	20	10	0	69	t
A_CORRECT	1673	Sechuu no Hana wa, Gunshin wo Itsuwaru	anilist	188460	541	t	2	5	3	6	2	15	0		t
A_CORRECT	2638	Seitokai Yakuindomo	anilist	44110	483	t	1	8	3	0	22	655	0	76	t
A_CORRECT	2407	Senjou no Valkyria	anilist	62247	369	t	2	6	5	3	3	20	0		f
C_NO_SUMMARY	2341	Sex Juice	anilist	210605	0	t	1	2	2	6	6	12	0		t
A_CORRECT	2337	Shaman King: Flowers	anilist	46572	325	t	1	6	3	6	6	300	0	65	t
A_CORRECT	2635	She Professed Herself Pupil of the Wise Man	anilist	97529	513	t	2	6	4	0	43	60	0	69	t
A_CORRECT	4433	She and Her Cat	anilist	96791	381	t	2	4	9	2	3	5	0	73	t
A_CORRECT	2482	Shin Getter Robo	anilist	38571	499	t	2	6	3	10	5	10	0	77	t
A_CORRECT	2595	Shin Taketori Monogatari: 1000-nen Joou	anilist	112189	518	t	1	4	4	0	5	1000	0	49	t
A_CORRECT	2363	Shin no Jitsuryoku wa Girigiri Made Kakushite Iyou to Omou	anilist	125704	563	t	2	7	3	25	7	67	0	68	t
A_MATCHED_SPARSE	2200	Shinai Kouka Miya no Ori	anilist	210175	852	t	2	6	2	0	0	0	0	64	t
A_CORRECT	1989	Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei	anilist	102150	1192	t	2	7	3	0	27	41	0	61	t
A_CORRECT	2304	Shinobumonogatari	anilist	100355	483	t	1	6	4	10	9	50	0	81	t
A_CORRECT	2601	Shinryaku! Ika Musume	anilist	42671	472	t	1	5	4	0	22	436	0	76	t
A_CORRECT	2526	Shirley	anilist	31440	1212	t	1	4	6	0	2	10	0	74	t
A_CORRECT	2168	Shirley: Watashi wo Mamoru Kimi wo, Mamoritai Kara	anilist	115615	218	t	1	6	3	0	1	138	0		t
A_CORRECT	2261	Shizukanaru Don	anilist	51308	217	t	1	5	6	0	1	1175	0		t
A_CORRECT	2636	Shuna's Journey	anilist	33274	700	t	1	6	9	0	1	6	0	73	t
A_CORRECT	2329	Shuukatsu Shippai shita Succubus-san wo Hiroimashita	anilist	116572	458	t	1	7	3	0	28	10	0	66	t
A_CORRECT	2335	Sister and Giant: A Young Lady Is Reborn in Another World	anilist	148499	495	t	1	6	6	414	7	409	0	74	t
A_CORRECT	4661	Slam Dunk	anilist	30051	431	t	1	6	7	247	32	287	0	90	t
A_CORRECT	2339	Slow Start	anilist	95161	289	t	1	4	2	0	14	131	0	69	t
A_CORRECT	2142	Slow Step	anilist	31203	358	t	1	6	2	0	7	55	0	60	t
A_CORRECT	2131	Smashed	anilist	145268	3655	t	1	6	20	0	1	119	0	80	t
A_CORRECT	2550	Smoking Behind the Supermarket with You	anilist	147149	676	t	1	4	15	0	6	28	0	80	t
A_CORRECT	2290	Smoky Nectar Renew	anilist	153899	612	t	1	5	3	0	2	7	0	73	t
A_CORRECT	4030	Solo Camping for Two	anilist	110853	576	t	1	7	4	7	8	54	0	66	t
A_CORRECT	2655	Sono Monban, Saikyou Nitsuki: Tsuihou Sareta Bougyo Ryoku 9999 no Senshi, Outo no Monban Toshite Musou suru	anilist	131838	681	t	2	7	4	1	8	74	0	59	t
C_NO_SUMMARY	1852	Sore wa, Honno Sasai na Koto de.	anilist	210358	0	t	1	4	3	20	1	1	0	63	t
A_CORRECT	2365	Soredemo Sekai wa Utsukushii	anilist	71847	744	t	1	6	5	0	25	150	0	75	t
A_CORRECT	1899	Souboutei Kowasubeshi	anilist	96930	223	t	1	7	5	5	25	250	0	78	t
A_CORRECT	4655	Soul Eater	anilist	30908	982	t	1	9	3	29	26	122	0	80	t
A_CORRECT	4823	Soul Eater NOT!	anilist	53661	606	t	1	7	3	124	8	121	0	61	t
A_CORRECT	4842	Space Brothers	anilist	44483	708	t	1	6	8	45	46	367	0	86	t
A_CORRECT	2477	Spiral: Bonds of Reasoning	anilist	30534	648	t	1	7	3	0	15	77	0	73	t
A_CORRECT	4813	Spy × Family	anilist	108556	592	t	1	8	10	157	18	135	0	83	f
A_CORRECT	4443	Starting on Hard Mode: God Levels, Got Problems	anilist	208100	640	t	2	8	3	1	1	9	0	65	t
A_CORRECT	2603	Steins;Gate Chouyoku no Divergence: Reverse	anilist	69859	265	t	1	5	2	0	2	17	0	79	t
A_CORRECT	2272	Steins;Gate: Mugen Enten no Arc Light	anilist	91995	300	t	1	4	4	3	4	6	0	73	t
A_CORRECT	2281	Stella no Mahou	anilist	92125	102	t	1	4	3	0	10	113	0	57	t
